Dollar Price Index,year,month,EURUSD,NASDAQ Composite,"All Employees, Total Nonfarm",Consumer Price Index - All Items,Consumer Price Index - Urban Consumers,Federal Funds Effective Rate - Interest Rate,Labor force participation rate - Male,Personal Consumption Expenditures,Personal Income,Personal interest payments,Personal Saving Rate,Population,Producer Price Index - Total Manufacturing Industries,Producer Price Index by Commodity - All Commodities,Unemployment Rate,University of Michigan - Inflation Expectation,Working Age Population,DATE
101.75,2022,5,1.077354,12081.389648,152042,123.322799630406,291.268,0.77,88.7,17231.1,21573.6,313.1,3.4,333317.0,256.396,273.251,3.6,5.3,207271740.520427,2022-05-01 00:00:00+00:00
104.690002,2022,6,1.044659,11028.740234,152412,125.016770948919,294.728,1.21,88.4,17437.4,21687.0,320.2,2.7,333460.0,262.418,280.251,3.6,5.3,207401445.395108,2022-06-01 00:00:00+00:00
105.900002,2022,7,1.022704,12390.69043,152980,125.002004075657,294.628,1.68,88.5,17420.3,21852.3,338.7,3.5,333624.0,256.526,272.274,3.5,5.2,207420666.162517,2022-07-01 00:00:00+00:00
108.699997,2022,8,1.002506,11816.200195,153332,124.95770345587,295.32,2.33,88.6,17550.9,21975.8,357.1,3.2,333799.0,251.494,269.546,3.7,4.8,207387036.061424,2022-08-01 00:00:00+00:00
112.120003,2022,9,0.982956,10575.620117,153682,125.226460549243,296.539,2.56,88.7,17656.8,22080.4,375.6,3.0,333976.0,251.891,267.898,3.5,4.7,207471745.25549,2022-09-01 00:00:00+00:00
111.529999,2022,10,0.9955,10988.150391,154006,125.734440989465,297.987,3.08,88.5,17778.2,22201.9,389.1,3.0,334141.0,254.03,265.061,3.7,5.0,207457692.598654,2022-10-01 00:00:00+00:00
105.949997,2022,11,1.03245,11468.0,154296,125.607445879409,298.598,3.78,88.4,17735.0,22240.1,402.6,3.5,334287.0,252.905,263.157,3.6,4.9,207513059.336145,2022-11-01 00:00:00+00:00
103.519997,2022,12,1.072846,10466.480469,154535,125.221819531932,298.99,4.1,88.5,17736.5,22281.9,416.1,3.7,334420.0,245.115,257.897,3.5,4.4,207509052.236326,2022-12-01 00:00:00+00:00
102.099998,2023,1,1.085069,11584.549805,155007,126.223013539113,300.536,4.33,88.5,18076.6,22432.0,425.8,4.0,334533.0,249.178,260.227,3.4,3.9,208124162.297136,2023-01-01 00:00:00+00:00
104.870003,2023,2,1.061121,11455.540039,155255,126.927604349055,301.648,4.57,88.9,18123.9,22520.6,435.5,4.3,334637.0,249.308,258.669,3.6,4.1,208233187.57934695,2023-02-01 00:00:00+00:00
102.510002,2023,3,1.090465,12221.910156,155472,127.347827371032,301.808,4.65,89.1,18138.7,22605.1,445.1,4.6,334753.0,248.98,257.062,3.5,3.6,208273252.009758,2023-03-01 00:00:00+00:00
101.669998,2023,4,1.112842,12226.580078,155689,127.992084955931,302.918,4.83,89.2,18249.9,22662.7,453.9,4.3,334880.0,248.582,256.908,3.4,4.6,208386960.240031,2023-04-01 00:00:00+00:00
104.32,2023,5,1.073307,12935.290039,155970,128.314424703713,303.294,5.06,89.1,18282.8,22766.8,462.6,4.6,335013.0,246.286,253.746,3.7,4.2,208611614.288991,2023-05-01 00:00:00+00:00
102.910004,2023,6,1.086803,13787.919922,156155,128.728740976386,303.841,5.08,89.2,18383.2,22836.3,471.4,4.3,335163.0,245.95,253.951,3.6,3.3,208716240.585714,2023-06-01 00:00:00+00:00
